HGNC ID	Approved symbol	Status
HGNC:19742	LRR1	Approved
HGNC:14307	LRRC1	Approved
HGNC:14676	LRRC2	Approved
HGNC:15571	LRRC2-AS1	Approved
HGNC:14965	LRRC3	Approved
HGNC:43636	LRRC3-DT	Approved
HGNC:28105	LRRC3B	Approved
HGNC:40034	LRRC3C	Approved
HGNC:1270	LRRC3DN	Symbol Withdrawn
HGNC:15586	LRRC4	Approved
HGNC:25042	LRRC4B	Approved
HGNC:29317	LRRC4C	Approved
HGNC:16725	LRRC6	Approved
HGNC:51151	LRRC6P1	Approved
HGNC:18531	LRRC7	Approved
HGNC:40843	LRRC7-AS1	Approved
HGNC:19027	LRRC8A	Approved
HGNC:30692	LRRC8B	Approved
HGNC:25075	LRRC8C	Approved
HGNC:53731	LRRC8C-DT	Approved
HGNC:16992	LRRC8D	Approved
HGNC:26272	LRRC8E	Approved
HGNC:19848	LRRC9	Approved
HGNC:20264	LRRC10	Approved
HGNC:37215	LRRC10B	Approved
HGNC:20419	LRRC14	Approved
HGNC:37268	LRRC14B	Approved
HGNC:20818	LRRC15	Approved
HGNC:16895	LRRC17	Approved
HGNC:23199	LRRC18	Approved
HGNC:23379	LRRC19	Approved
HGNC:23421	LRRC20	Approved
HGNC:19138	LRRC23	Approved
HGNC:28947	LRRC24	Approved
HGNC:29806	LRRC25	Approved
HGNC:31409	LRRC26	Approved
HGNC:29346	LRRC27	Approved
HGNC:28355	LRRC28	Approved
HGNC:13605	LRRC29	Approved
HGNC:30219	LRRC30	Approved
HGNC:26261	LRRC31	Approved
HGNC:4161	LRRC32	Approved
HGNC:28408	LRRC34	Approved
HGNC:49887	LRRC34P1	Approved
HGNC:49888	LRRC34P2	Approved
HGNC:25615	LRRC36	Approved
HGNC:29069	LRRC37A	Approved
HGNC:32404	LRRC37A2	Approved
HGNC:32427	LRRC37A3	Approved
HGNC:25479	LRRC37A4P	Approved
HGNC:23369	LRRC37A5P	Approved
HGNC:33746	LRRC37A6P	Approved
HGNC:43792	LRRC37A7P	Approved
HGNC:43793	LRRC37A8P	Approved
HGNC:43813	LRRC37A9P	Approved
HGNC:43814	LRRC37A10P	Approved
HGNC:43815	LRRC37A11P	Approved
HGNC:43816	LRRC37A12P	Approved
HGNC:43817	LRRC37A13P	Approved
HGNC:43818	LRRC37A14P	Approved
HGNC:43819	LRRC37A15P	Approved
HGNC:43820	LRRC37A16P	Approved
HGNC:48365	LRRC37A17P	Approved
HGNC:29070	LRRC37B	Approved
HGNC:25390	LRRC37BP1	Approved
HGNC:27005	LRRC38	Approved
HGNC:28228	LRRC39	Approved
HGNC:26004	LRRC40	Approved
HGNC:16917	LRRC41	Approved
HGNC:28792	LRRC42	Approved
HGNC:28562	LRRC43	Approved
HGNC:28302	LRRC45	Approved
HGNC:25047	LRRC46	Approved
HGNC:29207	LRRC47	Approved
HGNC:25965	LRRC49	Approved
HGNC:32156	LRRC52	Approved
HGNC:54044	LRRC52-AS1	Approved
HGNC:25255	LRRC53	Approved
HGNC:32324	LRRC55	Approved
HGNC:25430	LRRC56	Approved
HGNC:26719	LRRC57	Approved
HGNC:26968	LRRC58	Approved
HGNC:28817	LRRC59	Approved
HGNC:21704	LRRC61	Approved
HGNC:34296	LRRC63	Approved
HGNC:34299	LRRC66	Approved
HGNC:34303	LRRC69	Approved
HGNC:35155	LRRC70	Approved
HGNC:26556	LRRC71	Approved
HGNC:42972	LRRC72	Approved
HGNC:21375	LRRC73	Approved
HGNC:23346	LRRC74A	Approved
HGNC:34301	LRRC74B	Approved
HGNC:32403	LRRC75A	Approved
HGNC:33155	LRRC75B	Approved
HGNC:50536	LRRC77P	Approved
HGNC:29373	LRRCC1	Approved
HGNC:34300	LRRD1	Approved
HGNC:6702	LRRFIP1	Approved
HGNC:32937	LRRFIP1P1	Approved
HGNC:6703	LRRFIP2	Approved
HGNC:25708	LRRIQ1	Approved
HGNC:28318	LRRIQ3	Approved
HGNC:34298	LRRIQ4	Approved
HGNC:18608	LRRK1	Approved
HGNC:18618	LRRK2	Approved
HGNC:40848	LRRK2-DT	Approved
HGNC:20980	LRRN1	Approved
HGNC:16914	LRRN2	Approved
HGNC:17200	LRRN3	Approved
HGNC:16208	LRRN4	Approved
HGNC:33724	LRRN4CL	Approved
HGNC:20981	LRRN5	Symbol Withdrawn
HGNC:19408	LRRTM1	Approved
HGNC:19409	LRRTM2	Approved
HGNC:19410	LRRTM3	Approved
HGNC:19411	LRRTM4	Approved
HGNC:40889	LRRTM4-AS1	Approved
HGNC:6704	LRS1	Symbol Withdrawn
HGNC:25135	LRSAM1	Approved
HGNC:25023	LRTM1	Approved
HGNC:32443	LRTM2	Approved
HGNC:25033	LRTOMT	Approved
HGNC:21769	LRWD1	Approved
HGNC:6705	LSAMP	Approved
HGNC:40350	LSAMP-AS1	Approved
HGNC:13346	LSFC	Symbol Withdrawn
HGNC:25652	LSG1	Approved
HGNC:6706	LSH	Symbol Withdrawn
HGNC:37824	LSINCT5	Approved
HGNC:20472	LSM1	Approved
HGNC:49776	LSM1P1	Approved
HGNC:49777	LSM1P2	Approved
HGNC:13940	LSM2	Approved
HGNC:17874	LSM3	Approved
HGNC:44346	LSM3P1	Approved
HGNC:44347	LSM3P2	Approved
HGNC:44348	LSM3P3	Approved
HGNC:44349	LSM3P4	Approved
HGNC:44350	LSM3P5	Approved
HGNC:17259	LSM4	Approved
HGNC:17162	LSM5	Approved
HGNC:17017	LSM6	Approved
HGNC:31738	LSM6P1	Approved
HGNC:37811	LSM6P2	Approved
HGNC:20470	LSM7	Approved
HGNC:20471	LSM8	Approved
HGNC:17562	LSM10	Approved
HGNC:30860	LSM11	Approved
HGNC:26407	LSM12	Approved
HGNC:32453	LSM12P1	Approved
HGNC:24489	LSM14A	Approved
HGNC:15887	LSM14B	Approved
HGNC:22036	LSMEM1	Approved
HGNC:26781	LSMEM2	Approved
HGNC:6707	LSP1	Approved
HGNC:39716	LSP1P1	Approved
HGNC:39717	LSP1P2	Approved
HGNC:39718	LSP1P3	Approved
HGNC:53915	LSP1P4	Approved
HGNC:50697	LSP1P5	Approved
HGNC:29572	LSR	Approved
HGNC:6708	LSS	Approved
HGNC:14189	LST1	Approved
HGNC:6709	LTA	Approved
HGNC:6710	LTA4H	Approved
HGNC:6711	LTB	Approved
HGNC:6712	LTB4H	Symbol Withdrawn
HGNC:6713	LTB4R	Approved
HGNC:19260	LTB4R2	Approved
HGNC:6714	LTBP1	Approved
HGNC:6715	LTBP2	Approved
HGNC:6716	LTBP3	Approved
HGNC:6717	LTBP4	Approved
HGNC:6718	LTBR	Approved
HGNC:6719	LTC4S	Approved
HGNC:6720	LTF	Approved
HGNC:6721	LTK	Approved
HGNC:13082	LTN1	Approved
HGNC:17589	LTO1	Approved
HGNC:21173	LTV1	Approved
HGNC:44049	LTV1P1	Approved
HGNC:51845	LUADT1	Approved
HGNC:40992	LUARIS	Approved
HGNC:6723	LUC7L	Approved
HGNC:21608	LUC7L2	Approved
HGNC:24309	LUC7L3	Approved
HGNC:39790	LUC7L3P1	Approved
HGNC:48498	LUCAT1	Approved
HGNC:6724	LUM	Approved
HGNC:51199	LUNAR1	Approved
HGNC:32327	LURAP1	Approved
HGNC:31452	LURAP1L	Approved
HGNC:49761	LURAP1L-AS1	Approved
HGNC:14985	LUZP1	Approved
HGNC:23206	LUZP2	Approved
HGNC:24971	LUZP4	Approved
HGNC:44904	LUZP4P1	Approved
HGNC:33955	LUZP6	Approved
HGNC:26904	LVRN	Approved
HGNC:6725	LW	Symbol Withdrawn
HGNC:13347	LXN	Approved
HGNC:13348	LY6D	Approved
HGNC:6727	LY6E	Approved
HGNC:53728	LY6E-DT	Approved
HGNC:13931	LY6G5B	Approved
HGNC:13932	LY6G5C	Approved
HGNC:13936	LY6G6C	Approved
HGNC:13935	LY6G6D	Approved
HGNC:13934	LY6G6E	Approved
HGNC:13933	LY6G6F	Approved
HGNC:6728	LY6H	Approved
HGNC:24225	LY6K	Approved
HGNC:52284	LY6L	Approved
HGNC:6730	LY9	Approved
HGNC:6729	LY75	Approved
HGNC:38828	LY75-CD302	Approved
HGNC:16837	LY86	Approved
HGNC:26593	LY86-AS1	Approved
HGNC:17156	LY96	Approved
HGNC:6733	LYAM1	Symbol Withdrawn
HGNC:26021	LYAR	Approved
HGNC:50747	LYARP1	Approved
HGNC:27014	LYG1	Approved
HGNC:29615	LYG2	Approved
HGNC:6734	LYL1	Approved
HGNC:6735	LYN	Approved
HGNC:29604	LYNX1	Approved
HGNC:52291	LYNX1-SLURP2	Approved
HGNC:6736	LYP	Symbol Withdrawn
HGNC:28431	LYPD1	Approved
HGNC:25215	LYPD2	Approved
HGNC:24880	LYPD3	Approved
HGNC:28659	LYPD4	Approved
HGNC:26397	LYPD5	Approved
HGNC:28751	LYPD6	Approved
HGNC:27018	LYPD6B	Approved
HGNC:44208	LYPD8	Approved
HGNC:53735	LYPD9P	Approved
HGNC:6737	LYPLA1	Approved
HGNC:44005	LYPLA1P1	Approved
HGNC:44006	LYPLA1P2	Approved
HGNC:44007	LYPLA1P3	Approved
HGNC:6738	LYPLA2	Approved
HGNC:13960	LYPLA2L	Symbol Withdrawn
HGNC:21069	LYPLA2P1	Approved
HGNC:50445	LYPLA2P2	Approved
HGNC:50446	LYPLA2P3	Approved
HGNC:20440	LYPLAL1	Approved
HGNC:54054	LYPLAL1-AS1	Approved
HGNC:50560	LYPLAL1-DT	Approved
HGNC:25074	LYRM1	Approved
HGNC:25229	LYRM2	Approved
HGNC:21365	LYRM4	Approved
HGNC:52055	LYRM4-AS1	Approved
HGNC:28072	LYRM7	Approved
HGNC:27314	LYRM9	Approved
HGNC:32070	LYSMD1	Approved
HGNC:28571	LYSMD2	Approved
HGNC:26969	LYSMD3	Approved
HGNC:26571	LYSMD4	Approved
HGNC:1968	LYST	Approved
HGNC:41320	LYST-AS1	Approved
HGNC:41319	LYST-IT1	Entry Withdrawn
HGNC:13349	LYST2	Entry Withdrawn
HGNC:14687	LYVE1	Approved
HGNC:6740	LYZ	Approved
HGNC:30502	LYZL1	Approved
HGNC:29613	LYZL2	Approved
HGNC:28387	LYZL4	Approved
HGNC:29614	LYZL6	Approved
HGNC:17497	LZIC	Approved
HGNC:6741	LZTFL1	Approved
HGNC:6742	LZTR1	Approved
HGNC:13861	LZTS1	Approved
HGNC:43630	LZTS1-AS1	Approved
HGNC:29381	LZTS2	Approved
HGNC:30139	LZTS3	Approved
HGNC:25183	M1AP	Approved
HGNC:6748	M1S1	Symbol Withdrawn
HGNC:6749	M3S1	Symbol Withdrawn
HGNC:6750	M4S1	Symbol Withdrawn
HGNC:6751	M6P2	Entry Withdrawn
HGNC:6752	M6PR	Approved
HGNC:6753	M6S1	Symbol Withdrawn
HGNC:6754	M7V1	Symbol Withdrawn
HGNC:6745	M17S1	Symbol Withdrawn
HGNC:6744	M130	Entry Withdrawn
HGNC:6747	M195	Entry Withdrawn
HGNC:6755	MAA	Entry Withdrawn
HGNC:6756	MAAT1	Symbol Withdrawn
HGNC:24010	MAATS1	Approved
HGNC:6757	MAB21L1	Approved
HGNC:6758	MAB21L2	Approved
HGNC:26787	MAB21L3	Approved
HGNC:26216	MAB21L4	Approved
HGNC:30215	MACC1	Approved
HGNC:41257	MACC1-AS1	Approved
HGNC:13664	MACF1	Approved
HGNC:25572	MACO1	Approved
HGNC:33244	MACOM	Entry Withdrawn
HGNC:53963	MACORIS	Approved
HGNC:29598	MACROD1	Approved
HGNC:16126	MACROD2	Approved
HGNC:37193	MACROD2-AS1	Approved
HGNC:16201	MACROD2-IT1	Approved
HGNC:4740	MACROH2A1	Approved
HGNC:14453	MACROH2A2	Approved
HGNC:6762	MAD1L1	Approved
HGNC:6763	MAD2L1	Approved
HGNC:21059	MAD2L1BP	Approved
HGNC:20019	MAD2L1P1	Approved
HGNC:6764	MAD2L2	Approved
HGNC:6765	MADCAM1	Approved
HGNC:6766	MADD	Approved
HGNC:40354	MADD-AS1	Approved
HGNC:13731	MAEA	Approved
HGNC:25929	MAEL	Approved
HGNC:6776	MAF	Approved
HGNC:24966	MAF1	Approved
HGNC:23145	MAFA	Approved
HGNC:51203	MAFA-AS1	Approved
HGNC:6408	MAFB	Approved
HGNC:6777	MAFD1	Entry Withdrawn
HGNC:6778	MAFD2	Entry Withdrawn
HGNC:6779	MAFD3	Entry Withdrawn
HGNC:6780	MAFF	Approved
HGNC:6781	MAFG	Approved
HGNC:43649	MAFG-DT	Approved
HGNC:31102	MAFIP	Approved
HGNC:6782	MAFK	Approved
HGNC:51525	MAFTRR	Approved
HGNC:6783	MAG	Approved
HGNC:6784	MAGE1	Symbol Withdrawn
HGNC:6788	MAGE2	Symbol Withdrawn
HGNC:6789	MAGE3	Symbol Withdrawn
HGNC:6790	MAGE4	Symbol Withdrawn
HGNC:6791	MAGE5	Symbol Withdrawn
HGNC:6792	MAGE6	Symbol Withdrawn
HGNC:6793	MAGE7	Symbol Withdrawn
HGNC:6794	MAGE8	Symbol Withdrawn
HGNC:6795	MAGE9	Symbol Withdrawn
HGNC:6785	MAGE10	Symbol Withdrawn
HGNC:6786	MAGE11	Symbol Withdrawn
HGNC:6787	MAGE12	Symbol Withdrawn
HGNC:6796	MAGEA1	Approved
HGNC:6800	MAGEA2	Approved
HGNC:19340	MAGEA2B	Approved
HGNC:6801	MAGEA3	Approved
HGNC:6802	MAGEA4	Approved
HGNC:53860	MAGEA4-AS1	Approved
HGNC:6803	MAGEA5	Approved
HGNC:6804	MAGEA6	Approved
HGNC:6805	MAGEA7P	Approved
HGNC:6806	MAGEA8	Approved
HGNC:45093	MAGEA8-AS1	Approved
HGNC:6807	MAGEA9	Approved
HGNC:31909	MAGEA9B	Approved
HGNC:6797	MAGEA10	Approved
HGNC:6798	MAGEA11	Approved
HGNC:6799	MAGEA12	Approved
HGNC:35154	MAGEA13P	Approved
HGNC:6808	MAGEB1	Approved
HGNC:6809	MAGEB2	Approved
HGNC:6810	MAGEB3	Approved
HGNC:6811	MAGEB4	Approved
HGNC:23795	MAGEB5	Approved
HGNC:23796	MAGEB6	Approved
HGNC:28824	MAGEB6B	Approved
HGNC:25377	MAGEB10	Approved
HGNC:21188	MAGEB16	Approved
HGNC:17418	MAGEB17	Approved
HGNC:28515	MAGEB18	Approved
HGNC:6812	MAGEC1	Approved
HGNC:13574	MAGEC2	Approved
HGNC:23798	MAGEC3	Approved
HGNC:6813	MAGED1	Approved
HGNC:16353	MAGED2	Approved
HGNC:23793	MAGED4	Approved
HGNC:22880	MAGED4B	Approved
HGNC:24934	MAGEE1	Approved
HGNC:24935	MAGEE2	Approved
HGNC:29639	MAGEF1	Approved
HGNC:24092	MAGEH1	Approved
HGNC:6814	MAGEL2	Approved
HGNC:946	MAGI1	Approved
HGNC:40091	MAGI1-AS1	Approved
HGNC:42436	MAGI1-IT1	Approved
HGNC:18957	MAGI2	Approved
HGNC:40860	MAGI2-AS1	Approved
HGNC:40861	MAGI2-AS2	Approved
HGNC:40862	MAGI2-AS3	Approved
HGNC:30058	MAGI2-IT1	Entry Withdrawn
HGNC:29647	MAGI3	Approved
HGNC:30006	MAGIX	Approved
HGNC:6815	MAGOH	Approved
HGNC:30148	MAGOH2P	Approved
HGNC:20020	MAGOH3P	Approved
HGNC:25504	MAGOHB	Approved
HGNC:28880	MAGT1	Approved
HGNC:26198	MAIP1	Approved
HGNC:27441	MAJIN	Approved
HGNC:6816	MAK	Approved
HGNC:13703	MAK16	Approved
HGNC:6817	MAL	Approved
HGNC:13634	MAL2	Approved
HGNC:53626	MAL2-AS1	Approved
HGNC:29665	MALAT1	Approved
HGNC:49009	MALINC1	Approved
HGNC:6818	MALL	Approved
HGNC:24331	MALRD1	Approved
HGNC:21721	MALSU1	Approved
HGNC:6819	MALT1	Approved
HGNC:6820	MAM	Symbol Withdrawn
HGNC:23673	MAMDC2	Approved
HGNC:48719	MAMDC2-AS1	Approved
HGNC:24083	MAMDC4	Approved
HGNC:13632	MAML1	Approved
HGNC:16259	MAML2	Approved
HGNC:16272	MAML3	Approved
HGNC:2568	MAMLD1	Approved
HGNC:26689	MAMSTR	Approved
HGNC:6821	MAN1A1	Approved
HGNC:6822	MAN1A2	Approved
HGNC:50488	MAN1A2P1	Approved
HGNC:6823	MAN1B1	Approved
HGNC:48715	MAN1B1-DT	Approved
HGNC:19080	MAN1C1	Approved
HGNC:6824	MAN2A1	Approved
HGNC:6825	MAN2A2	Approved
HGNC:6826	MAN2B1	Approved
HGNC:29623	MAN2B2	Approved
HGNC:6827	MAN2C1	Approved
HGNC:6828	MANA1	Symbol Withdrawn
HGNC:6829	MANA2	Symbol Withdrawn
HGNC:6830	MANB	Symbol Withdrawn
HGNC:6831	MANBA	Approved
HGNC:15799	MANBAL	Approved
HGNC:6832	MANBB	Entry Withdrawn
HGNC:44678	MANCR	Approved
HGNC:21072	MANEA	Approved
HGNC:43732	MANEA-DT	Approved
HGNC:26452	MANEAL	Approved
HGNC:15461	MANF	Approved
HGNC:25505	MANSC1	Approved
HGNC:40023	MANSC4	Approved
HGNC:6833	MAOA	Approved
HGNC:6834	MAOB	Approved
HGNC:6835	MAP1A	Approved
HGNC:6836	MAP1B	Approved
HGNC:6837	MAP1L	Symbol Withdrawn
HGNC:6838	MAP1LC3A	Approved
HGNC:13352	MAP1LC3B	Approved
HGNC:34390	MAP1LC3B2	Approved
HGNC:49783	MAP1LC3BP1	Approved
HGNC:13353	MAP1LC3C	Approved
HGNC:31004	MAP1LC3P	Approved
HGNC:15715	MAP1S	Approved
HGNC:6839	MAP2	Approved
HGNC:6840	MAP2K1	Approved
HGNC:6841	MAP2K1P1	Approved
HGNC:6842	MAP2K2	Approved
HGNC:6843	MAP2K3	Approved
HGNC:6844	MAP2K4	Approved
HGNC:43837	MAP2K4P1	Approved
HGNC:6845	MAP2K5	Approved
HGNC:6846	MAP2K6	Approved
HGNC:6847	MAP2K7	Approved
HGNC:6848	MAP3K1	Approved
HGNC:6854	MAP3K2	Approved
HGNC:54088	MAP3K2-DT	Approved
HGNC:6855	MAP3K3	Approved
HGNC:6856	MAP3K4	Approved
HGNC:6857	MAP3K5	Approved
HGNC:40358	MAP3K5-AS1	Approved
HGNC:6858	MAP3K6	Approved
HGNC:6859	MAP3K7	Approved
HGNC:16457	MAP3K7CL	Approved
HGNC:6860	MAP3K8	Approved
HGNC:6861	MAP3K9	Approved
HGNC:6849	MAP3K10	Approved
HGNC:6850	MAP3K11	Approved
HGNC:6851	MAP3K12	Approved
HGNC:6852	MAP3K13	Approved
HGNC:6853	MAP3K14	Approved
HGNC:44359	MAP3K14-AS1	Approved
HGNC:31689	MAP3K15	Approved
HGNC:26249	MAP3K19	Approved
HGNC:17797	MAP3K20	Approved
HGNC:27935	MAP3K20-AS1	Approved
HGNC:29798	MAP3K21	Approved
HGNC:6862	MAP4	Approved
HGNC:6863	MAP4K1	Approved
HGNC:6864	MAP4K2	Approved
HGNC:6865	MAP4K3	Approved
HGNC:54056	MAP4K3-DT	Approved
HGNC:6866	MAP4K4	Approved
HGNC:6867	MAP4K5	Approved
HGNC:6868	MAP6	Approved
HGNC:25753	MAP6D1	Approved
HGNC:6869	MAP7	Approved
HGNC:25514	MAP7D1	Approved
HGNC:25899	MAP7D2	Approved
HGNC:25742	MAP7D3	Approved
HGNC:26118	MAP9	Approved
HGNC:29265	MAP10	Approved
HGNC:25604	MAP11	Approved
HGNC:6870	MAPE	Symbol Withdrawn
HGNC:6871	MAPK1	Approved
HGNC:19840	MAPK1IP1L	Approved
HGNC:6877	MAPK3	Approved
HGNC:6878	MAPK4	Approved
HGNC:6879	MAPK6	Approved
HGNC:53900	MAPK6-DT	Approved
HGNC:18980	MAPK6P1	Approved
HGNC:16756	MAPK6P2	Approved
HGNC:18977	MAPK6P3	Approved
HGNC:18456	MAPK6P4	Approved
HGNC:18979	MAPK6P5	Approved
HGNC:18978	MAPK6P6	Approved
HGNC:6880	MAPK7	Approved
HGNC:6881	MAPK8	Approved
HGNC:6882	MAPK8IP1	Approved
HGNC:6885	MAPK8IP1P1	Approved
HGNC:52402	MAPK8IP1P2	Approved
HGNC:6883	MAPK8IP2	Approved
HGNC:6884	MAPK8IP3	Approved
HGNC:6886	MAPK9	Approved
HGNC:6872	MAPK10	Approved
HGNC:40359	MAPK10-AS1	Approved
HGNC:6873	MAPK11	Approved
HGNC:6874	MAPK12	Approved
HGNC:6875	MAPK13	Approved
HGNC:6876	MAPK14	Approved
HGNC:24667	MAPK15	Approved
HGNC:18752	MAPKAP1	Approved
HGNC:6887	MAPKAPK2	Approved
HGNC:6888	MAPKAPK3	Approved
HGNC:6889	MAPKAPK5	Approved
HGNC:24091	MAPKAPK5-AS1	Approved
HGNC:45246	MAPKAPK5P1	Approved
HGNC:29536	MAPKBP1	Approved
HGNC:6890	MAPRE1	Approved
HGNC:29624	MAPRE1P1	Approved
HGNC:37761	MAPRE1P2	Approved
HGNC:37762	MAPRE1P3	Approved
HGNC:6891	MAPRE2	Approved
HGNC:6892	MAPRE3	Approved
HGNC:40362	MAPRE3-AS1	Approved
HGNC:6893	MAPT	Approved
HGNC:43738	MAPT-AS1	Approved
HGNC:43741	MAPT-IT1	Approved
HGNC:6894	MAPTL	Symbol Withdrawn
HGNC:26077	MARCHF1	Approved
HGNC:28038	MARCHF2	Approved
HGNC:28728	MARCHF3	Approved
HGNC:29269	MARCHF4	Approved
HGNC:26025	MARCHF5	Approved
HGNC:30550	MARCHF6	Approved
HGNC:17393	MARCHF7	Approved
HGNC:23356	MARCHF8	Approved
HGNC:25139	MARCHF9	Approved
HGNC:26655	MARCHF10	Approved
HGNC:52815	MARCHF10-DT	Approved
HGNC:33609	MARCHF11	Approved
HGNC:41287	MARCHF11-AS1	Approved
HGNC:6759	MARCKS	Approved
HGNC:7142	MARCKSL1	Approved
HGNC:45239	MARCKSL1P1	Approved
HGNC:45240	MARCKSL1P2	Approved
HGNC:6760	MARCKSP1	Approved
HGNC:6895	MARCO	Approved
HGNC:53644	MARCOL	Approved
HGNC:29562	MARF1	Approved
HGNC:6896	MARK1	Approved
HGNC:3332	MARK2	Approved
HGNC:39792	MARK2P1	Approved
HGNC:39793	MARK2P2	Approved
HGNC:39794	MARK2P3	Approved
HGNC:39795	MARK2P4	Approved
HGNC:39796	MARK2P5	Approved
HGNC:39797	MARK2P6	Approved
HGNC:39798	MARK2P7	Approved
HGNC:39799	MARK2P8	Approved
HGNC:39800	MARK2P9	Approved
HGNC:39801	MARK2P10	Approved
HGNC:39802	MARK2P11	Approved
HGNC:39803	MARK2P12	Approved
HGNC:39804	MARK2P13	Approved
HGNC:44495	MARK2P14	Approved
HGNC:45119	MARK2P15	Approved
HGNC:45171	MARK2P16	Approved
HGNC:50318	MARK2P17	Approved
HGNC:6897	MARK3	Approved
HGNC:50312	MARK3P1	Approved
HGNC:50313	MARK3P2	Approved
HGNC:50314	MARK3P3	Approved
HGNC:13538	MARK4	Approved
HGNC:6898	MARS1	Approved
HGNC:25133	MARS2	Approved
HGNC:28674	MARVELD1	Approved
HGNC:26401	MARVELD2	Approved
HGNC:30525	MARVELD3	Approved
HGNC:6899	MAS1	Approved
HGNC:13961	MAS1L	Approved
HGNC:33448	MAS1LP1	Approved
HGNC:6900	MASA	Symbol Withdrawn
HGNC:6901	MASP1	Approved
HGNC:18574	MASP1P1	Symbol Withdrawn
HGNC:6902	MASP2	Approved
HGNC:19034	MAST1	Approved
HGNC:19035	MAST2	Approved
HGNC:19036	MAST3	Approved
HGNC:19037	MAST4	Approved
HGNC:40865	MAST4-AS1	Approved
HGNC:41448	MAST4-IT1	Approved
HGNC:19042	MASTL	Approved
HGNC:6903	MAT1A	Approved
HGNC:6904	MAT2A	Approved
HGNC:6905	MAT2B	Approved
HGNC:6906	MATK	Approved
HGNC:6907	MATN1	Approved
HGNC:40364	MATN1-AS1	Approved
HGNC:6908	MATN2	Approved
HGNC:6909	MATN3	Approved
HGNC:6910	MATN4	Approved
HGNC:6911	MATR1	Symbol Withdrawn
HGNC:6912	MATR3	Approved
HGNC:29140	MAU2	Approved
HGNC:29233	MAVS	Approved
HGNC:6913	MAX	Approved
HGNC:6914	MAZ	Approved
HGNC:6915	MB	Approved
HGNC:30438	MB21D2	Approved
HGNC:6916	MBD1	Approved
HGNC:6917	MBD2	Approved
HGNC:6918	MBD3	Approved
HGNC:15774	MBD3L1	Approved
HGNC:18532	MBD3L2	Approved
HGNC:53435	MBD3L2B	Approved
HGNC:37205	MBD3L3	Approved
HGNC:37206	MBD3L4	Approved
HGNC:37204	MBD3L5	Approved
HGNC:6919	MBD4	Approved
HGNC:20444	MBD5	Approved
HGNC:20445	MBD6	Approved
HGNC:20427	MBIP	Approved
HGNC:6920	MBL	Symbol Withdrawn
HGNC:6921	MBL1P	Approved
HGNC:6922	MBL2	Approved
HGNC:2221	MBL3P	Approved
HGNC:22180	MBLAC1	Approved
HGNC:33711	MBLAC2	Approved
HGNC:6923	MBNL1	Approved
HGNC:44584	MBNL1-AS1	Approved
HGNC:16746	MBNL2	Approved
HGNC:20564	MBNL3	Approved
HGNC:13645	MBNT	Symbol Withdrawn
HGNC:21579	MBOAT1	Approved
HGNC:25193	MBOAT2	Approved
HGNC:32311	MBOAT4	Approved
HGNC:15505	MBOAT7	Approved
HGNC:6925	MBP	Approved
HGNC:6926	MBS1	Entry Withdrawn
HGNC:6927	MBS2	Entry Withdrawn
HGNC:6928	MBS3	Entry Withdrawn
HGNC:19866	MBTD1	Approved
HGNC:15456	MBTPS1	Approved
HGNC:15455	MBTPS2	Approved
HGNC:6929	MC1R	Approved
HGNC:6930	MC2R	Approved
HGNC:6931	MC3R	Approved
HGNC:6932	MC4R	Approved
HGNC:6933	MC5R	Approved
HGNC:6934	MCAM	Approved
HGNC:29622	MCAT	Approved
HGNC:6935	MCC	Approved
HGNC:6936	MCCC1	Approved
HGNC:40366	MCCC1-AS1	Approved
HGNC:6937	MCCC2	Approved
HGNC:20668	MCCD1	Approved
HGNC:33449	MCCD1P1	Approved
HGNC:33462	MCCD1P2	Approved
HGNC:13252	MCDC1	Symbol Withdrawn
HGNC:6939	MCDR1	Entry Withdrawn
HGNC:18438	MCDR2	Symbol Withdrawn
HGNC:20206	MCDR3	Entry Withdrawn
HGNC:32303	MCDR4	Entry Withdrawn
HGNC:49649	MCDR5	Entry Withdrawn
HGNC:16732	MCEE	Approved
HGNC:27291	MCEMP1	Approved
HGNC:6940	MCF2	Approved
HGNC:14576	MCF2L	Approved
HGNC:39825	MCF2L-AS1	Approved
HGNC:30319	MCF2L2	Approved
HGNC:18451	MCFD2	Approved
HGNC:21582	MCFD2P1	Approved
HGNC:4479	MCHR1	Approved
HGNC:20867	MCHR2	Approved
HGNC:48980	MCHR2-AS1	Approved
HGNC:40050	MCIDAS	Approved
HGNC:6941	MCKD1	Symbol Withdrawn
HGNC:6942	MCKD2	Entry Withdrawn
HGNC:6943	MCL1	Approved
HGNC:6944	MCM2	Approved
HGNC:6945	MCM3	Approved
HGNC:6946	MCM3AP	Approved
HGNC:16417	MCM3AP-AS1	Approved
HGNC:6947	MCM4	Approved
HGNC:6948	MCM5	Approved
HGNC:6949	MCM6	Approved
HGNC:6950	MCM7	Approved
HGNC:16147	MCM8	Approved
HGNC:51230	MCM8-AS1	Approved
HGNC:21484	MCM9	Approved
HGNC:18043	MCM10	Approved
HGNC:25782	MCMBP	Approved
HGNC:26368	MCMDC2	Approved
HGNC:6951	MCNAA	Symbol Withdrawn
HGNC:6952	MCO	Entry Withdrawn
HGNC:13356	MCOLN1	Approved
HGNC:13357	MCOLN2	Approved
HGNC:13358	MCOLN3	Approved
HGNC:6954	MCPH1	Approved
HGNC:51655	MCPH1-AS1	Approved
